"filename", "language", "Vue", "SCSS", "JSON", "JavaScript", "HTML", "Markdown", "comment", "blank", "total"
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/app.json", "JSON", 0, 0, 25, 0, 0, 0, 0, 0, 25
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/common/assets.js", "JavaScript", 0, 0, 0, 53, 0, 0, 1, 1, 55
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/common/vendor.js", "JavaScript", 0, 0, 0, 8668, 0, 0, 138, 2, 8808
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/components/barrage/barrage.js", "JavaScript", 0, 0, 0, 60, 0, 0, 1, 1, 62
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/components/barrage/barrage.json", "JSON", 0, 0, 4, 0, 0, 0, 0, 0, 4
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/components/chat/chat.js", "JavaScript", 0, 0, 0, 338, 0, 0, 2, 1, 341
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/components/chat/chat.json", "JSON", 0, 0, 6, 0, 0, 0, 0, 0, 6
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/components/guide/guide.js", "JavaScript", 0, 0, 0, 37, 0, 0, 1, 1, 39
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/components/guide/guide.json", "JSON", 0, 0, 4, 0, 0, 0, 0, 0, 4
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/components/record-animation/record-animation.js", "JavaScript", 0, 0, 0, 19, 0, 0, 1, 1, 21
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/components/record-animation/record-animation.json", "JSON", 0, 0, 4, 0, 0, 0, 0, 0, 4
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/components/user-popup/user-popup.js", "JavaScript", 0, 0, 0, 387, 0, 0, 1, 1, 389
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/components/user-popup/user-popup.json", "JSON", 0, 0, 6, 0, 0, 0, 0, 0, 6
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/pages/agreement/agreement.js", "JavaScript", 0, 0, 0, 24, 0, 0, 1, 1, 26
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/pages/agreement/agreement.json", "JSON", 0, 0, 4, 0, 0, 0, 0, 0, 4
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/pages/hello/hello.js", "JavaScript", 0, 0, 0, 97, 0, 0, 3, 1, 101
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/pages/hello/hello.json", "JSON", 0, 0, 5, 0, 0, 0, 0, 0, 5
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/pages/index/index.js", "JavaScript", 0, 0, 0, 334, 0, 0, 1, 1, 336
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/pages/index/index.json", "JSON", 0, 0, 10, 0, 0, 0, 0, 0, 10
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/pages/login/login.js", "JavaScript", 0, 0, 0, 162, 0, 0, 1, 1, 164
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/pages/login/login.json", "JSON", 0, 0, 5, 0, 0, 0, 0, 0, 5
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/pages/questionnaire/questionnaire.js", "JavaScript", 0, 0, 0, 185, 0, 0, 1, 1, 187
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/pages/questionnaire/questionnaire.json", "JSON", 0, 0, 5, 0, 0, 0, 0, 0, 5
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/project.config.json", "JSON", 0, 0, 29, 0, 0, 0, 0, 0, 29
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/project.private.config.json", "JSON", 0, 0, 8, 0, 0, 0, 0, 0, 8
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/audioPlayer.js", "JavaScript", 0, 0, 0, 514, 0, 0, 16, 1, 531
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/barrage.js", "JavaScript", 0, 0, 0, 79, 0, 0, 6, 1, 86
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/isRadio.js", "JavaScript", 0, 0, 0, 15, 0, 0, 1, 1, 17
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/messageProcessor.js", "JavaScript", 0, 0, 0, 217, 0, 0, 2, 1, 220
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/model.js", "JavaScript", 0, 0, 0, 13, 0, 0, 1, 1, 15
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/placeholderStore.js", "JavaScript", 0, 0, 0, 38, 0, 0, 1, 1, 40
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/recording.js", "JavaScript", 0, 0, 0, 16, 0, 0, 1, 1, 18
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/send.js", "JavaScript", 0, 0, 0, 15, 0, 0, 1, 1, 17
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/subject.js", "JavaScript", 0, 0, 0, 15, 0, 0, 1, 1, 17
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/subjectShow.js", "JavaScript", 0, 0, 0, 15, 0, 0, 1, 1, 17
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/toggleModelStore.js", "JavaScript", 0, 0, 0, 16, 0, 0, 4, 1, 21
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/user.js", "JavaScript", 0, 0, 0, 33, 0, 0, 2, 1, 36
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/stores/websocket.js", "JavaScript", 0, 0, 0, 180, 0, 0, 1, 1, 182
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/uni_modules/uni-popup/components/uni-popup/uni-popup.js", "JavaScript", 0, 0, 0, 365, 0, 0, 32, 1, 398
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/uni_modules/uni-popup/components/uni-popup/uni-popup.json", "JSON", 0, 0, 6, 0, 0, 0, 0, 0, 6
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/uni_modules/uni-transition/components/uni-transition/createAnimation.js", "JavaScript", 0, 0, 0, 115, 0, 0, 1, 1, 117
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/uni_modules/uni-transition/components/uni-transition/uni-transition.js", "JavaScript", 0, 0, 0, 244, 0, 0, 22, 1, 267
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/uni_modules/uni-transition/components/uni-transition/uni-transition.json", "JSON", 0, 0, 4, 0, 0, 0, 0, 0, 4
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/utils/config.js", "JavaScript", 0, 0, 0, 6, 0, 0, 1, 1, 8
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/unpackage/dist/dev/mp-weixin/utils/request.js", "JavaScript", 0, 0, 0, 30, 0, 0, 3, 1, 34
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/utils/config.js", "JavaScript", 0, 0, 0, 5, 0, 0, 0, 1, 6
"/Users/lynnyang/work/project/xjlab/HBuilderProjects/bumangyidian/utils/request.js", "JavaScript", 0, 0, 0, 28, 0, 0, 13, 4, 45
"Total", "-", 3571, 1530, 535, 14681, 18, 140, 1359, 854, 22688
